id;vzor;word
3195;60;utřít
3196;60;prodřít
3197;60;vytřít
3198;60;mřít
3199;60;dřít
3200;60;zapřít
3201;60;vřít
3202;60;zřít
3203;60;přít se
3204;60;propíchnout
3205;60;odhadnout
3206;60;napnout
3207;60;zapnout
3208;60;zhltnout
3209;60;říci
3210;60;váznout
3211;60;klesat
3212;60;zdvihnout
3213;60;zamítnout
3214;60;usnout
3215;60;utnout
3216;60;ukrást
3217;60;nalézt
3218;60;prchnout
3219;60;všimnout
3220;60;nadchnout
3221;60;táhnout
3222;60;padnout
3223;60;všimnout
3224;60;hnout
3225;60;bouchnout
3226;60;zatnout
3227;60;vanout
3228;60;vinout
3229;60;zapomenout
3230;60;přivanout
3231;60;opomenout
3232;60;vsunout
3233;60;zasunout
3234;60;odsunout
3235;60;zahynout
3236;60;plynout
3237;60;hrnout
3238;60;lnout
3239;60;zůstat
3240;60;zajmout
3241;60;počít
3242;60;začít
3243;60;načít
3244;60;tnout
3245;60;žnout
3246;60;přijmout
3247;60;najmout
3248;60;vyjmout
3249;60;sejmout
3250;60;zajmout
3251;60;odejmout
3252;60;ujmout
3253;60;obejmout
3254;60;krýt
3255;60;bít
3256;60;sbít
3257;60;šít
3258;60;výt
3259;60;lít
3260;60;umýt
3261;60;hrát
3262;60;vypít
3263;60;pít
3264;60;smát se
3265;60;hnít
3266;60;vít
3267;60;dít se
3268;60;plít
3269;60;pít
3270;60;sít
3271;60;žít
3272;60;spět
3273;60;kát se
3274;60;hrát
3275;60;zrát
3276;60;přát
zapisovat
3277;60;úkolovat
3278;60;studovat
3279;60;masírovat
3280;60;slibovat
3281;60;milovat
3282;60;vzdalovat
3283;60;plánovat
3284;60;meditovat
3285;60;riskovat
3286;60;pozorovat
3287;60;hubovat
3288;60;nevyhrožovat
3289;60;falšovat
3290;60;centrovat
3291;60;driblovat
3292;60;kombinovat
3293;60;malovat
3294;60;ukazovat
3295;60;umožňovat
3296;60;vysvětlovat
3297;60;pracovat
3298;60;kosit
3299;60;platit
3300;60;nahradit
3301;60;brousit
3302;60;zkazit
3303;60;vozit
3304;60;vyčistit
3305;60;učit
3306;60;umrtvit
3307;60;vařit
3308;60;slíbit
3309;60;připravit
3310;60;sloužit
3311;60;ztratit
3312;60;způsobit
3313;60;opustit
3314;60;krmit
3315;60;posadit se
3316;60;bzučet
3317;60;bručet
3318;60;drnčet
3319;60;ležet
3320;60;hučet
3321;60;smrdět
3322;60;sedět
3323;60;hledět
3324;60;bučet
3325;60;mečet
3326;60;klečet
3327;60;kvičet
3328;60;řinčet
3329;60;vrčet
3330;60;ryčet
3331;60;hřmět
3332;60;dunět
3333;60;kručet
3334;60;syčet
3335;60;slzet
3336;60;rozumět
3337;60;nabízet
3338;60;pouštět
3339;60;kácet
3340;60;vracet se
3341;60;neházet
3342;60;dohlížet
3343;60;střílet
3344;60;házet
3345;60;zarážet
3346;60;provádět
3347;60;předcházet
3348;60;pohlížet
3349;60;potácet se
3350;60;šedivět
3351;60;střílet
3352;60;přednášet
3353;60;porozumět
3354;60;volat
3355;60;povídat
3356;60;padat
3357;60;sundat
3358;60;kuckat
3359;60;toulat
3360;60;vítat
3361;60;podávat
3362;60;dávat
3363;60;chytat
3364;60;přehrávat
3365;60;podnikat
3366;60;mávat
3367;60;čmárat
3368;60;hárat
3369;60;dojídat
3370;60;trvat
3371;60;smrkat
3372;60;kašlat
3373;60;viklat
3374;60;zouvat
3375;60;zoufat si
3376;60;krčit
3377;60;stmívat se
3378;60;strhnout
3379;60;mýtit
3380;60;ovlivňovat
3381;60;zapadat
3382;60;kýchat
3383;60;mrkat
3384;60;mlaskat
3385;60;kupovat
3386;60;vzývat
3387;60;smrákat se
3388;60;svítat
3389;60;osvítit
3390;60;stravovat se
3391;60;otravovat
3392;60;trávit
3393;60;šustit
3394;60;třít
3395;60;dřít
3396;60;přít se
3397;60;vzdát se
3398;60;hřát se
3399;60;trvat
3400;60;mydlit
3401;60;srkat
3402;60;pochutnat si
3403;60;svírat
3404;60;měřit
3405;60;pozorovat
3406;60;sledovat
3407;60;vidět
3408;60;dívat se
3409;60;zdokonalit
3410;60;počkat
3411;60;čekat
3412;60;nakoupit
3413;60;vyprodat
3414;60;zkrachovat
3415;60;zbankrotovat
3416;60;podmínit
3417;60;podnítit
3418;60;iniciovat
3419;60;zkreslit
3420;60;zhlédnout
3421;60;nakopnout
3422;60;vykopnout
3423;60;překopnout
3424;60;vyrovnat
3425;60;rýt
3426;60;vyrýt
3427;60;posekat
3428;60;pokosit
3429;60;kosit
3430;60;strpět
3431;60;radovat se
3432;60;péct
3433;60;mazat
3434;60;věřit
3435;60;svěřit
3436;60;prověřit
3437;60;pátrat
3438;60;vypátrat
3439;60;zatknout
3440;60;posedět
3441;60;propustit
3442;60;začít
3443;60;začínat
3444;60;zůstat
3445;60;zůstávat
3446;60;přestat
3447;60;přestávat
3448;60;muset
3449;60;moci
3450;60;smět
3451;60;mít
3452;60;mýt
3453;60;chtít
3454;60;potřebovat
3455;60;odmítat
3456;60;odnímat
3457;60;okusovat
3458;60;ničit
3459;60;přepadnout
3460;60;vyděsit
3461;60;potěšit
3462;60;pohostit
3463;60;vyprázdnit
3464;60;rozloučit se
3465;60;odejít
3466;60;smířit se
3467;60;zblížit se
3468;60;splout
3469;61;venku
3470;61;zprava
3471;61;tam
3472;61;nahoře
3473;61;nahoru
3474;61;shora
3475;61;vlevo
3476;61;domů
3477;61;zdaleka
3478;61;tudy
3479;61;sem
3480;61;tady
3481;61;odtud
3482;61;dolů
3483;61;zde
3484;61;ven
3485;61;kolem
3486;61;zvenku
3487;61;doma
3488;61;kudy
3489;61;vzadu
3490;61;kde
3491;61;nikde
3492;61;někde
3493;61;kam
3494;61;někam
3495;61;nikam
3496;61;odkud
3497;61;vpravo
3498;61;doprava
3499;61;nejblíž
3500;61;jinde
3501;61;odjinud
3502;61;zprostředka
3503;61;ráno
3504;61;neustále
3505;61;právě
3506;61;večer
3507;61;dnes
3508;61;zítra
3509;61;teď
3510;61;včera
3511;61;občas
3512;61;odpoledne
3513;61;brzy
3514;61;odjakživa
3515;61;dodnes
3516;61;loni
3517;61;tehdy
3518;61;pozítří
3519;61;věčně
3520;61;kdy
3521;61;někdy
3522;61;nikdy
3523;61;odkdy
3524;61;dokdy
3525;61;dneska
3526;61;minule
3527;61;naposledy
3528;61;příště
3529;61;nejdéle
3530;61;nejdřív
3531;61;dříve
3532;61;nadosmrti
3533;61;chvílemi
3534;61;časem
3535;61;jaktěživ
3536;61;odnepaměti
3537;61;snadno
3538;61;dětsky
3539;61;špatně
3540;61;dobře
3541;61;pomalu
3542;61;tiše
3543;61;nadarmo
3544;61;obratně
3545;61;vesele
3546;61;rychle
3547;61;bezvadně
3548;61;rozumně
3549;61;skromně
3550;61;temně
3551;61;tajemně
3552;61;pilně
3553;61;slušně
3554;61;trapně
3555;61;vtipně
3556;61;odbojně
3557;61;nevědomky
3558;61;pořádně
3559;61;jak
3560;61;lépe
3561;61;hůř
3562;61;zle
3563;61;málo
3564;61;hodně
3565;61;velmi
3566;61;úplně
3567;61;poměrně
3568;61;mnoho
3569;61;trochu
3570;61;malinko
3571;61;moc
3572;61;zcela
3573;61;dost
3574;61;příliš
3575;61;kolik
3576;61;více
3577;61;nejvíc
3578;61;nejméně
3579;61;méně
3580;61;značně
3581;61;částečně
3582;61;úmyslně
3583;61;náhodou
3584;61;proto
3585;61;smíchy
3586;61;vzteky
3587;61;proto
3588;61;neúmyslně
3589;61;naschvál
3590;61;natruc
3591;61;natruc
3592;61;schválně
3593;61;naschvál
3594;61;úmyslně
3595;61;navzdory
3596;61;omylem
3597;61;nechtě
3598;61;právem
3599;61;oprávněně
3600;61;srdnatě
3601;61;naštvaně
3602;61;vesele
3603;61;radostně
3604;61;pravděpodobně
3605;61;často
3606;61;nezvykle
3607;61;nejpravděpodobněji
3608;61;prapodivněji
3609;61;zřídka
3610;61;doleva
3611;61;doprava
3612;61;rovně
3613;61;letmo
3614;61;dusno
3615;61;pršlavo
3616;61;větrno
3617;61;slunečno
3618;61;mrazivo
3619;61;tepleji
3620;61;zrána
3621;61;kvečeru
3622;61;dnes
3623;61;zítra
3624;61;teď
3625;61;zrale
3626;61;svrchu
3627;61;rád
3628;61;nerada
3629;61;vztekle
3630;61;hladověji
3631;61;nejnadšeněji
3632;61;zdáli
3633;61;zblízka
3634;61;blizoučko
3635;61;znenadání
3636;61;okamžitě
3637;61;neodkladně
3638;61;důkladně
3639;61;pokojněji
3640;61;levněji
3641;61;dráž
3642;61;lehce
3643;61;okolo
3644;62;s
3645;62;z
3646;62;v
3647;62;do
3648;62;nad
3649;62;při
3650;62;místo
3651;62;kolem
3652;62;kvůli
3653;62;během
3654;62;díky
3655;62;co do
3656;62;uvnitř
3657;62;blízko
3658;62;proti
3659;62;skrz
3660;62;od
3661;62;u
3662;62;za
3663;62;kromě
3664;62;k
3665;62;ke
3666;62;proti
3667;62;vůči
3668;62;pro
3669;62;přes
3670;62;ob
3671;62;nad
3672;62;pod
3673;62;mezi
3674;62;před
3675;62;díky
3676;62;na
3677;62;ve
3678;62;vedle
3679;62;naproti
3680;62;doprostřed
3681;62;uprostřed
3682;62;zásluhou
3683;62;zpod
3684;62;bez
3685;62;místo
3686;62;podle
3687;62;podél
3688;62;pomocí
3689;62;oproti
3690;62;vůči
3691;62;mimo
3692;62;o
3693;63;a
3694;63;i
3695;63;ani
3696;63;nebo
3697;63;anebo
3698;63;aneb
3699;63;či
3700;63;hned-hned
3701;63;jednak-jednak
3702;63;dílem-dílem
3703;63;zčásti-zčásti
3704;63;leč
3705;63;ale
3706;63;avšak
3707;63;však
3708;63;jenže
3709;63;jenomže
3710;63;nýbrž
3711;63;naopak
3712;63;sice-ale
3713;63;jistě-ale
3714;63;ba
3715;63;ba i
3716;63;dokonce
3717;63;dokonce i
3718;63;nejen
3719;63;nejen-ale i
3720;63;nejen-nýbrž i
3721;63;nadto
3722;63;nebo-nebo
3723;63;buď-buď
3724;63;buď-nebo
3725;63;totiž
3726;63;vždyť
3727;63;neboť
3728;63;však také
3729;63;proto
3730;63;a proto
3731;63;tedy
3732;63;tudíž
3733;63;a tak
3734;63;aby
3735;63;jakmile
3736;63;až
3737;63;než
3738;63;nežli
3739;63;zatímco
3740;63;když
3741;63;kdyby
3742;63;pokud
3743;63;protože
3744;63;poněvadž
3745;63;jestliže
3746;63;přestože
3747;63;ačkoli
3748;63;třebaže
3749;63;i když
3750;63;ač
3751;63;že
3752;63;navzdory
3753;63;leda
3754;63;ledaže
3755;63;čili
3756;63;neboli
3757;63;-li
3758;63;aniž
3759;63;pakliže
3760;63;sotva
3761;63;zda
3762;63;zdali
3763;63;jako by
3764;63;jako kdyby
3765;63;tak-že
3766;63;tím-že
3767;63;tolik-že
3768;64;nejspíš
3769;64;zajisté
3770;64;možná
3771;64;asi
3772;64;velmi
3773;64;velice
3774;64;příliš
3775;64;moc
3776;64;jen
3777;64;také
3778;64;třeba
3779;64;teprve
3780;64;pouze
3781;64;přímo
3782;64;přece
3783;64;ale
3784;64;prostě
3785;64;snad
3786;64;jen
3787;64;klidně
3788;64;ano
3789;64;ne
3790;64;nikoli
3791;64;samozřejmě
3792;64;bohužel
3793;64;každopádně
3794;64;naštěstí
3795;64;jestlipak
3796;64;ať
3797;64;kéž
3798;64;nechť
3799;64;i
3800;64;vlastně
3801;64;viď?
3802;64;že?
3803;65;ach
3804;65;brr
3805;65;ó
3806;65;haf
3807;65;vrkú
3808;65;prásk
3809;65;huš
3810;65;prr
3811;65;bacha
3812;65;kykyryký
3813;65;bú
3814;65;cvak
3815;65;bác
3816;65;haha
3817;65;hurá
3818;65;au
3819;65;žbluňk
3820;65;bim bam
3821;65;kšá
3822;65;jupí
3823;65;juchů
3824;65;crrr
3825;65;cha cha cha
3826;65;tik tak
3827;65;pí pí
3828;65;hej
3829;65;psst
3830;65;aha
3831;65;hmm
3832;65;ach
3833;65;ach jo
3834;65;jé
3835;65;jemine
3836;65;fuj
3837;65;mňam
3838;65;bla bla bla
3839;65;ouvej
3840;65;haló
3841;65;haf
3842;65;hybaj
3843;65;břink
3844;65;kvík
3845;65;vrrr
3846;65;chro chro
3847;65;ga ga ga
3848;65;drrrn
3849;65;hup
3850;65;hopsa
3851;65;krá krá
3852;65;cukrú
3853;65;vrkú
3854;65;áaaa
3855;65;basta
3856;65;propánajána
3857;65;brr
3858;65;prrr
3859;65;běda
3860;65;vida
